,pokedex_number,name,generation,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed
832,711,Gourgeist Super Size,6,Pumpkin Pokémon,Ghost,Grass,1.7,39,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54
833,712,Bergmite,6,Ice Chunk Pokémon,Ice,None,1,99.5,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28
834,713,Avalugg,6,Iceberg Pokémon,Ice,None,2,505,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28
835,714,Noibat,6,Sound Wave Pokémon,Flying,Dragon,0.5,8,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55
836,715,Noivern,6,Sound Wave Pokémon,Flying,Dragon,1.5,85,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123
837,716,Xerneas,6,Life Pokémon,Fairy,None,3,215,Fairy Aura,None,None,680,126,131,95,131,98,99
838,717,Yveltal,6,Destruction Pokémon,Dark,Flying,5.8,203,Dark Aura,None,None,680,126,131,95,131,98,99
839,718,Zygarde 50% Forme,6,Order Pokémon,Dragon,Ground,5,305,Aura Break,Power Construct,None,600,108,100,121,81,95,95
840,718,Zygarde 10% Forme,6,Order Pokémon,Dragon,Ground,1.2,33.5,Aura Break,Power Construct,None,486,54,100,71,61,85,115
841,718,Zygarde Complete Forme,6,Order Pokémon,Dragon,Ground,4.5,610,Power Construct,None,None,708,216,100,121,91,95,85
842,719,Diancie,6,Jewel Pokémon,Rock,Fairy,0.7,8.8,Clear Body,None,None,600,50,100,150,100,150,50
843,719,Mega Diancie,6,Jewel Pokémon,Rock,Fairy,1.1,27.8,Magic Bounce,None,None,700,50,160,110,160,110,110
844,720,Hoopa Hoopa Confined,6,Mischief Pokémon,Psychic,Ghost,0.5,9,Magician,None,None,600,80,110,60,150,130,70
845,720,Hoopa Hoopa Unbound,6,Djinn Pokémon,Psychic,Dark,6.5,490,Magician,None,None,680,80,160,60,170,130,80
846,721,Volcanion,6,Steam Pokémon,Fire,Water,1.7,195,Water Absorb,None,None,600,80,110,120,130,90,70
847,722,Rowlet,7,Grass Quill Pokémon,Grass,Flying,0.3,1.5,Overgrow,None,Long Reach,320,68,55,55,50,50,42
848,723,Dartrix,7,Blade Quill Pokémon,Grass,Flying,0.7,16,Overgrow,None,Long Reach,420,78,75,75,70,70,52
849,724,Decidueye,7,Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,Overgrow,None,Long Reach,530,78,107,75,100,100,70
850,725,Litten,7,Fire Cat Pokémon,Fire,None,0.4,4.3,Blaze,None,Intimidate,320,45,65,40,60,40,70
851,726,Torracat,7,Fire Cat Pokémon,Fire,None,0.7,25,Blaze,None,Intimidate,420,65,85,50,80,50,90
852,727,Incineroar,7,Heel Pokémon,Fire,Dark,1.8,83,Blaze,None,Intimidate,530,95,115,90,80,90,60
853,728,Popplio,7,Sea Lion Pokémon,Water,None,0.4,7.5,Torrent,None,Liquid Voice,320,50,54,54,66,56,40
854,729,Brionne,7,Pop Star Pokémon,Water,None,0.6,17.5,Torrent,None,Liquid Voice,420,60,69,69,91,81,50
855,730,Primarina,7,Soloist Pokémon,Water,Fairy,1.8,44,Torrent,None,Liquid Voice,530,80,74,74,126,116,60
856,731,Pikipek,7,Woodpecker Pokémon,Normal,Flying,0.3,1.2,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65
857,732,Trumbeak,7,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75
858,733,Toucannon,7,Cannon Pokémon,Normal,Flying,1.1,26,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60
859,734,Yungoos,7,Loitering Pokémon,Normal,None,0.4,6,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45
860,735,Gumshoos,7,Stakeout Pokémon,Normal,None,0.7,14.2,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45
861,736,Grubbin,7,Larva Pokémon,Bug,None,0.4,4.4,Swarm,None,None,300,47,62,45,55,45,46
862,737,Charjabug,7,Battery Pokémon,Bug,Electric,0.5,10.5,Battery,None,None,400,57,82,95,55,75,36
863,738,Vikavolt,7,Stag Beetle Pokémon,Bug,Electric,1.5,45,Levitate,None,None,500,77,70,90,145,75,43
864,739,Crabrawler,7,Boxing Pokémon,Fighting,None,0.6,7,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63
865,740,Crabominable,7,Woolly Crab Pokémon,Fighting,Ice,1.7,180,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43
866,741,Oricorio Baile Style,7,Dancing Pokémon,Fire,Flying,0.6,3.4,Dancer,None,None,476,75,70,70,98,70,93
867,741,Oricorio Pom-Pom Style,7,Dancing Pokémon,Electric,Flying,0.6,3.4,Dancer,None,None,476,75,70,70,98,70,93
868,741,Oricorio Pa'u Style,7,Dancing Pokémon,Psychic,Flying,0.6,3.4,Dancer,None,None,476,75,70,70,98,70,93
869,741,Oricorio Sensu Style,7,Dancing Pokémon,Ghost,Flying,0.6,3.4,Dancer,None,None,476,75,70,70,98,70,93
870,742,Cutiefly,7,Bee Fly Pokémon,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84
871,743,Ribombee,7,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124
872,744,Rockruff,7,Puppy Pokémon,Rock,None,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60
873,744,Own Tempo Rockruff,7,Puppy Pokémon,Rock,None,0.5,9.2,Own Tempo,None,None,280,45,65,40,30,40,60
874,745,Lycanroc Midday Form,7,Wolf Pokémon,Rock,None,0.8,25,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112
875,745,Lycanroc Midnight Form,7,Wolf Pokémon,Rock,None,1.1,25,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82
876,745,Lycanroc Dusk Form,7,Wolf Pokémon,Rock,None,0.8,25,Tough Claws,None,None,487,75,117,65,55,65,110
877,746,Wishiwashi Solo Form,7,Small Fry Pokémon,Water,None,0.2,0.3,Schooling,None,None,175,45,20,20,25,25,40
878,746,Wishiwashi School Form,7,Small Fry Pokémon,Water,None,8.2,78.6,Schooling,None,None,620,45,140,130,140,135,30
879,747,Mareanie,7,Brutal Star Pokémon,Poison,Water,0.4,8,Merciless,Limber,Regenerator,305,50,53,62,43,52,45
880,748,Toxapex,7,Brutal Star Pokémon,Poison,Water,0.7,14.5,Merciless,Limber,Regenerator,495,50,63,152,53,142,35
881,749,Mudbray,7,Donkey Pokémon,Ground,None,1,110,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45
882,750,Mudsdale,7,Draft Horse Pokémon,Ground,None,2.5,920,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35
883,751,Dewpider,7,Water Bubble Pokémon,Water,Bug,0.3,4,Water Bubble,None,Water Absorb,269,38,40,52,40,72,27
884,752,Araquanid,7,Water Bubble Pokémon,Water,Bug,1.8,82,Water Bubble,None,Water Absorb,454,68,70,92,50,132,42
885,753,Fomantis,7,Sickle Grass Pokémon,Grass,None,0.3,1.5,Leaf Guard,None,Contrary,250,40,55,35,50,35,35
886,754,Lurantis,7,Bloom Sickle Pokémon,Grass,None,0.9,18.5,Leaf Guard,None,Contrary,480,70,105,90,80,90,45
887,755,Morelull,7,Illuminating Pokémon,Grass,Fairy,0.2,1.5,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15
888,756,Shiinotic,7,Illuminating Pokémon,Grass,Fairy,1,11.5,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30
889,757,Salandit,7,Toxic Lizard Pokémon,Poison,Fire,0.6,4.8,Corrosion,None,Oblivious,320,48,44,40,71,40,77
890,758,Salazzle,7,Toxic Lizard Pokémon,Poison,Fire,1.2,22.2,Corrosion,None,Oblivious,480,68,64,60,111,60,117
891,759,Stufful,7,Flailing Pokémon,Normal,Fighting,0.5,6.8,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50
892,760,Bewear,7,Strong Arm Pokémon,Normal,Fighting,2.1,135,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60
893,761,Bounsweet,7,Fruit Pokémon,Grass,None,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32
894,762,Steenee,7,Fruit Pokémon,Grass,None,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62
895,763,Tsareena,7,Fruit Pokémon,Grass,None,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72
896,764,Comfey,7,Posy Picker Pokémon,Fairy,None,0.1,0.3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100
897,765,Oranguru,7,Sage Pokémon,Normal,Psychic,1.5,76,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60
898,766,Passimian,7,Teamwork Pokémon,Fighting,None,2,82.8,Receiver,None,Defiant,490,100,120,90,40,60,80
899,767,Wimpod,7,Turn Tail Pokémon,Bug,Water,0.5,12,Wimp Out,None,None,230,25,35,40,20,30,80
900,768,Golisopod,7,Hard Scale Pokémon,Bug,Water,2,108,Emergency Exit,None,None,530,75,125,140,60,90,40
901,769,Sandygast,7,Sand Heap Pokémon,Ghost,Ground,0.5,70,Water Compaction,None,Sand Veil,320,55,55,80,70,45,15
902,770,Palossand,7,Sand Castle Pokémon,Ghost,Ground,1.3,250,Water Compaction,None,Sand Veil,480,85,75,110,100,75,35
903,771,Pyukumuku,7,Sea Cucumber Pokémon,Water,None,0.3,1.2,Innards Out,None,Unaware,410,55,60,130,30,130,5
904,772,Type: Null,7,Synthetic Pokémon,Normal,None,1.9,120.5,Battle Armor,None,None,534,95,95,95,95,95,59
905,773,Silvally,7,Synthetic Pokémon,Normal,None,2.3,100.5,RKS System,None,None,570,95,95,95,95,95,95
906,774,Minior Meteor Form,7,Meteor Pokémon,Rock,Flying,0.3,40,Shields Down,None,None,440,60,60,100,60,100,60
907,774,Minior Core Form,7,Meteor Pokémon,Rock,Flying,0.3,0.3,Shields Down,None,None,500,60,100,60,100,60,120
908,775,Komala,7,Drowsing Pokémon,Normal,None,0.4,19.9,Comatose,None,None,480,65,115,65,75,95,65
909,776,Turtonator,7,Blast Turtle Pokémon,Fire,Dragon,2,212,Shell Armor,None,None,485,60,78,135,91,85,36
910,777,Togedemaru,7,Roly-Poly Pokémon,Electric,Steel,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96
911,778,Mimikyu,7,Disguise Pokémon,Ghost,Fairy,0.2,0.7,Disguise,None,None,476,55,90,80,50,105,96
912,779,Bruxish,7,Gnash Teeth Pokémon,Water,Psychic,0.9,19,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92
913,780,Drampa,7,Placid Pokémon,Normal,Dragon,3,185,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36
914,781,Dhelmise,7,Sea Creeper Pokémon,Ghost,Grass,3.9,210,Steelworker,None,None,517,70,131,100,86,90,40
915,782,Jangmo-o,7,Scaly Pokémon,Dragon,None,0.6,29.7,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45
916,783,Hakamo-o,7,Scaly Pokémon,Dragon,Fighting,1.2,47,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65
917,784,Kommo-o,7,Scaly Pokémon,Dragon,Fighting,1.6,78.2,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85
918,785,Tapu Koko,7,Land Spirit Pokémon,Electric,Fairy,1.8,20.5,Electric Surge,None,Telepathy,570,70,115,85,95,75,130
919,786,Tapu Lele,7,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,Psychic Surge,None,Telepathy,570,70,85,75,130,115,95
920,787,Tapu Bulu,7,Land Spirit Pokémon,Grass,Fairy,1.9,45.5,Grassy Surge,None,Telepathy,570,70,130,115,85,95,75
921,788,Tapu Fini,7,Land Spirit Pokémon,Water,Fairy,1.3,21.2,Misty Surge,None,Telepathy,570,70,75,115,95,130,85
922,789,Cosmog,7,Nebula Pokémon,Psychic,None,0.2,0.1,Unaware,None,None,200,43,29,31,29,31,37
923,790,Cosmoem,7,Protostar Pokémon,Psychic,None,0.1,999.9,Sturdy,None,None,400,43,29,131,29,131,37
924,791,Solgaleo,7,Sunne Pokémon,Psychic,Steel,3.4,230,Full Metal Body,None,None,680,137,137,107,113,89,97
925,792,Lunala,7,Moone Pokémon,Psychic,Ghost,4,120,Shadow Shield,None,None,680,137,113,89,137,107,97
926,793,Nihilego,7,Parasite Pokémon,Rock,Poison,1.2,55.5,Beast Boost,None,None,570,109,53,47,127,131,103
927,794,Buzzwole,7,Swollen Pokémon,Bug,Fighting,2.4,333.6,Beast Boost,None,None,570,107,139,139,53,53,79
928,795,Pheromosa,7,Lissome Pokémon,Bug,Fighting,1.8,25,Beast Boost,None,None,570,71,137,37,137,37,151
929,796,Xurkitree,7,Glowing Pokémon,Electric,None,3.8,100,Beast Boost,None,None,570,83,89,71,173,71,83
930,797,Celesteela,7,Launch Pokémon,Steel,Flying,9.2,999.9,Beast Boost,None,None,570,97,101,103,107,101,61
931,798,Kartana,7,Drawn Sword Pokémon,Grass,Steel,0.3,0.1,Beast Boost,None,None,570,59,181,131,59,31,109
932,799,Guzzlord,7,Junkivore Pokémon,Dark,Dragon,5.5,888,Beast Boost,None,None,570,223,101,53,97,53,43
933,800,Necrozma,7,Prism Pokémon,Psychic,None,2.4,230,Prism Armor,None,None,600,97,107,101,127,89,79
934,800,Dusk Mane Necrozma,7,Prism Pokémon,Psychic,Steel,3.8,460,Prism Armor,None,None,680,97,157,127,113,109,77
935,800,Dawn Wings Necrozma,7,Prism Pokémon,Psychic,Ghost,4.2,350,Prism Armor,None,None,680,97,113,109,157,127,77
936,800,Ultra Necrozma,7,Prism Pokémon,Psychic,Dragon,7.5,230,Neuroforce,None,None,754,97,167,97,167,97,129
937,801,Magearna,7,Artificial Pokémon,Steel,Fairy,1,80.5,Soul-Heart,None,None,600,80,95,115,130,115,65
938,802,Marshadow,7,Gloomdweller Pokémon,Fighting,Ghost,0.7,22.2,Technician,None,None,600,90,125,80,90,90,125
939,803,Poipole,7,Poison Pin Pokémon,Poison,None,0.6,1.8,Beast Boost,None,None,420,67,73,67,73,67,73
940,804,Naganadel,7,Poison Pin Pokémon,Poison,Dragon,3.6,150,Beast Boost,None,None,540,73,73,73,127,73,121
941,805,Stakataka,7,Rampart Pokémon,Rock,Steel,5.5,820,Beast Boost,None,None,570,61,131,211,53,101,13
942,806,Blacephalon,7,Fireworks Pokémon,Fire,Ghost,1.8,13,Beast Boost,None,None,570,53,127,53,151,79,107
943,807,Zeraora,7,Thunderclap Pokémon,Electric,None,1.5,44.5,Volt Absorb,None,None,600,88,112,75,102,80,143
944,808,Meltan,7,Hex Nut Pokémon,Steel,None,0.2,8,Magnet Pull,None,None,300,46,65,65,55,35,34
945,809,Melmetal,7,Hex Nut Pokémon,Steel,None,2.5,800,Iron Fist,None,None,600,135,143,143,80,65,34
946,810,Grookey,8,Chimp Pokémon,Grass,None,0.3,5,Overgrow,None,Grassy Surge,310,50,65,50,40,40,65
947,811,Thwackey,8,Beat Pokémon,Grass,None,0.7,14,Overgrow,None,Grassy Surge,420,70,85,70,55,60,80
948,812,Rillaboom,8,Drummer Pokémon,Grass,None,2.1,90,Overgrow,None,Grassy Surge,530,100,125,90,60,70,85
949,813,Scorbunny,8,Rabbit Pokémon,Fire,None,0.3,4.5,Blaze,None,Libero,310,50,71,40,40,40,69
950,814,Raboot,8,Rabbit Pokémon,Fire,None,0.6,9,Blaze,None,Libero,420,65,86,60,55,60,94
951,815,Cinderace,8,Striker Pokémon,Fire,None,1.4,33,Blaze,None,Libero,530,80,116,75,65,75,119
952,816,Sobble,8,Water Lizard Pokémon,Water,None,0.3,4,Torrent,None,Sniper,310,50,40,40,70,40,70
953,817,Drizzile,8,Water lizard Pokémon,Water,None,0.7,11.5,Torrent,None,Sniper,420,65,60,55,95,55,90
954,818,Inteleon,8,Secret Agent Pokémon,Water,None,1.9,45.2,Torrent,None,Sniper,530,70,85,65,125,65,120
955,819,Skwovet,8,Cheeky Pokémon,Normal,None,0.3,2.5,Cheek Pouch,None,Gluttony,275,70,55,55,35,35,25
956,820,Greedent,8,Greedy Pokémon,Normal,None,0.6,6,Cheek Pouch,None,Gluttony,460,120,95,95,55,75,20
957,821,Rookidee,8,Tiny Bird Pokémon,Flying,None,0.2,1.8,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57
958,822,Corvisquire,8,Raven Pokémon,Flying,None,0.8,16,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77
959,823,Corviknight,8,Raven Pokémon,Flying,Steel,2.2,75,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67
960,824,Blipbug,8,Larva Pokémon,Bug,None,0.4,8,Swarm,Compound Eyes,Telepathy,180,25,20,20,25,45,45
961,825,Dottler,8,Radome Pokémon,Bug,Psychic,0.4,19.5,Swarm,Compound Eyes,Telepathy,335,50,35,80,50,90,30
962,826,Orbeetle,8,Seven Spot Pokémon,Bug,Psychic,0.4,40.8,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90
963,827,Nickit,8,Fox Pokémon,Dark,None,0.6,8.9,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50
964,828,Thievul,8,Fox Pokémon,Dark,None,1.2,19.9,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90
965,829,Gossifleur,8,Flowering Pokémon,Grass,None,0.4,2.2,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10
966,830,Eldegoss,8,Cotton Bloom Pokémon,Grass,None,0.5,2.5,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60
967,831,Wooloo,8,Sheep Pokémon,Normal,None,0.6,6,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48
968,832,Dubwool,8,Sheep Pokémon,Normal,None,1.3,43,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88
969,833,Chewtle,8,Snapping Pokémon,Water,None,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44
970,834,Drednaw,8,Bite Pokémon,Water,Rock,1,115.5,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74
971,835,Yamper,8,Puppy Pokémon,Electric,None,0.3,13.5,Ball Fetch,None,Rattled,270,59,45,50,40,50,26
972,836,Boltund,8,Dog Pokémon,Electric,None,1,34,Strong Jaw,None,Competitive,490,69,90,60,90,60,121
973,837,Rolycoly,8,Coal Pokémon,Rock,None,0.3,12,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30
974,838,Carkol,8,Coal Pokémon,Rock,Fire,1.1,78,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50
975,839,Coalossal,8,Coal Pokémon,Rock,Fire,2.8,310.5,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30
976,840,Applin,8,Apple Core Pokémon,Grass,Dragon,0.2,0.5,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20
977,841,Flapple,8,Apple Wing Pokémon,Grass,Dragon,0.3,1,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70
978,842,Appletun,8,Apple Nectar Pokémon,Grass,Dragon,0.4,13,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30
979,843,Silicobra,8,Sand Snake Pokémon,Ground,None,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,35,50,46
980,844,Sandaconda,8,Sand Snake Pokémon,Ground,None,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,65,70,71
981,845,Cramorant,8,Gulp Pokémon,Flying,Water,0.8,18,Gulp Missile,None,None,475,70,85,55,85,95,85
982,846,Arrokuda,8,Rush Pokémon,Water,None,0.5,1,Swift Swim,None,Propeller Tail,280,41,63,40,40,30,66
983,847,Barraskewda,8,Skewer Pokémon,Water,None,1.3,30,Swift Swim,None,Propeller Tail,490,61,123,60,60,50,136
984,848,Toxel,8,Baby Pokémon,Electric,Poison,0.4,11,Rattled,Static,Klutz,242,40,38,35,54,35,40
985,849,Toxtricity Low Key Form,8,Punk Pokémon,Electric,Poison,1.6,40,Punk Rock,Minus,Technician,502,75,98,70,114,70,75
986,849,Toxtricity Amped Form,8,Punk Pokémon,Electric,Poison,1.6,40,Punk Rock,Plus,Technician,502,75,98,70,114,70,75
987,850,Sizzlipede,8,Radiator Pokémon,Fire,Bug,0.7,1,Flash Fire,White Smoke,Flame Body,305,50,65,45,50,50,45
988,851,Centiskorch,8,Radiator Pokémon,Fire,Bug,3,120,Flash Fire,White Smoke,Flame Body,525,100,115,65,90,90,65
989,852,Clobbopus,8,Tantrum Pokémon,Fighting,None,0.6,4,Limber,None,Technician,310,50,68,60,50,50,32
990,853,Grapploct,8,Tantrum Pokémon,Fighting,None,1.6,39,Limber,None,Technician,480,80,118,90,70,80,42
991,854,Sinistea,8,Black Tea Pokémon,Ghost,None,0.1,0.2,Weak Armor,None,Cursed Body,308,40,45,45,74,54,50
992,855,Polteageist,8,Black Tea Pokémon,Ghost,None,0.2,0.4,Weak Armor,None,Cursed Body,508,60,65,65,134,114,70
993,856,Hatenna,8,Calm Pokémon,Psychic,None,0.4,3.4,Healer,Anticipation,Magic Bounce,265,42,30,45,56,53,39
994,857,Hattrem,8,Serene Pokémon,Psychic,None,0.6,4.8,Healer,Anticipation,Magic Bounce,370,57,40,65,86,73,49
995,858,Hatterene,8,Silent Pokémon,Psychic,Fairy,2.1,5,Healer,Anticipation,Magic Bounce,510,57,90,95,136,103,29
996,859,Impidimp,8,Wily Pokémon,Dark,Fairy,0.4,5.5,Prankster,Frisk,Pickpocket,265,45,45,30,55,40,50
997,860,Morgrem,8,Devious Pokémon,Dark,Fairy,0.8,12.5,Prankster,Frisk,Pickpocket,370,65,60,45,75,55,70
998,861,Grimmsnarl,8,Bulk Up Pokémon,Dark,Fairy,1.5,61,Prankster,Frisk,Pickpocket,510,95,120,65,95,75,60
999,862,Obstagoon,8,Blocking Pokémon,Dark,Normal,1.6,46,Reckless,Guts,Defiant,520,93,90,101,60,81,95
1000,863,Perrserker,8,Viking Pokémon,Steel,None,0.8,28,Battle Armor,Tough Claws,Steely Spirit,440,70,110,100,50,60,50
1001,864,Cursola,8,Coral Pokémon,Ghost,None,1,0.4,Weak Armor,None,Perish Body,510,60,95,50,145,130,30
1002,865,Sirfetch'd,8,Wild Duck Pokémon,Fighting,None,0.8,117,Steadfast,None,Scrappy,507,62,135,95,68,82,65
1003,866,Mr. Rime,8,Comedian Pokémon,Psychic,Ice,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,520,80,85,75,110,100,70
1004,867,Runerigus,8,Grudge Pokémon,Ground,Ghost,1.6,66.6,Wandering Spirit,None,None,483,58,95,145,50,105,30
1005,868,Milcery,8,Cream Pokémon,Fairy,None,0.2,0.3,Sweet Veil,None,Aroma Veil,270,45,40,40,50,61,34
1006,869,Alcremie,8,Cream Pokémon,Fairy,None,0.3,0.5,Sweet Veil,None,Aroma Veil,495,65,60,75,110,121,64
1007,870,Falinks,8,Formation Pokémon,Fighting,None,3,62,Battle Armor,None,Defiant,470,65,100,100,70,60,75
1008,871,Pincurchin,8,Sea Urchin Pokémon,Electric,None,0.3,1,Lightning Rod,None,Electric Surge,435,48,101,95,91,85,15
1009,872,Snom,8,Worm Pokémon,Ice,Bug,0.3,3.8,Shield Dust,None,Ice Scales,185,30,25,35,45,30,20
1010,873,Frosmoth,8,Frost Moth Pokémon,Ice,Bug,1.3,42,Shield Dust,None,Ice Scales,475,70,65,60,125,90,65
1011,874,Stonjourner,8,Big Rock Pokémon,Rock,None,2.5,520,Power Spot,None,None,470,100,125,135,20,20,70
1012,875,Eiscue Ice Face,8,Penguin Pokémon,Ice,None,1.4,89,Ice Face,None,None,470,75,80,110,65,90,50
1013,875,Eiscue Noice Face,8,Penguin Pokémon,Ice,None,1.4,89,Ice Face,None,None,470,75,80,70,65,50,130
1014,876,Indeedee Male,8,Emotion Pokémon,Psychic,Normal,0.9,28,Inner Focus,Synchronize,Psychic Surge,475,60,65,55,105,95,95
1015,876,Indeedee Female,8,Emotion Pokémon,Psychic,Normal,0.9,28,Own Tempo,Synchronize,Psychic Surge,475,70,55,65,95,105,85
1016,877,Morpeko Full Belly Mode,8,Two-Sided Pokémon,Electric,Dark,0.3,3,Hunger Switch,None,None,436,58,95,58,70,58,97
1017,877,Morpeko Hangry Mode,8,Two-Sided Pokémon,Electric,Dark,0.3,3,Hunger Switch,None,None,436,58,95,58,70,58,97
1018,878,Cufant,8,Copperderm Pokémon,Steel,None,1.2,100,Sheer Force,None,Heavy Metal,330,72,80,49,40,49,40
1019,879,Copperajah,8,Copperderm Pokémon,Steel,None,3,650,Sheer Force,None,Heavy Metal,500,122,130,69,80,69,30
1020,880,Dracozolt,8,Fossil Pokémon,Electric,Dragon,1.8,190,Volt Absorb,Hustle,Sand Rush,505,90,100,90,80,70,75
1021,881,Arctozolt,8,Fossil Pokémon,Electric,Ice,2.3,150,Volt Absorb,Static,Slush Rush,505,90,100,90,90,80,55
1022,882,Dracovish,8,Fossil Pokémon,Water,Dragon,2.3,215,Water Absorb,Strong Jaw,Sand Rush,505,90,90,100,70,80,75
1023,883,Arctovish,8,Fossil Pokémon,Water,Ice,2,175,Water Absorb,Ice Body,Slush Rush,505,90,90,100,80,90,55
1024,884,Duraludon,8,Alloy Pokémon,Steel,Dragon,1.8,40,Light Metal,Heavy Metal,Stalwart,535,70,95,115,120,50,85
1025,885,Dreepy,8,Lingering Pokémon,Dragon,Ghost,0.5,2,Clear Body,Infiltrator,Cursed Body,270,28,60,30,40,30,82
1026,886,Drakloak,8,Caretaker Pokémon,Dragon,Ghost,1.4,11,Clear Body,Infiltrator,Cursed Body,410,68,80,50,60,50,102
1027,887,Dragapult,8,Stealth Pokémon,Dragon,Ghost,3,50,Clear Body,Infiltrator,Cursed Body,600,88,120,75,100,75,142
1028,888,Zacian Crowned Sword,8,Warrior Pokémon,Fairy,Steel,2.8,355,Intrepid Sword,None,None,720,92,170,115,80,115,148
1029,888,Zacian Hero of Many Battles,8,Warrior Pokémon,Fairy,None,2.8,110,Intrepid Sword,None,None,670,92,130,115,80,115,138
1030,889,Zamazenta Crowned Shield,8,Warrior Pokémon,Fighting,Steel,2.9,785,Dauntless Shield,None,None,720,92,130,145,80,145,128
1031,889,Zamazenta Hero of Many Battles,8,Warrior Pokémon,Fighting,None,2.9,210,Dauntless Shield,None,None,670,92,130,115,80,115,138
1032,890,Eternatus,8,Gigantic Pokémon,Poison,Dragon,20,950,Pressure,None,None,690,140,85,95,145,95,130
1033,890,Eternatus Eternamax,8,Gigantic Pokémon,Poison,Dragon,100,,,None,None,1125,255,115,250,125,250,130
1034,891,Kubfu,8,Wushu Pokémon,Fighting,None,0.6,12,Inner Focus,None,None,385,60,90,60,53,50,72
1035,892,Urshifu Single Strike Style,8,Wushu Pokémon,Fighting,Dark,1.9,105,Unseen Fist,None,None,550,100,130,100,63,60,97
1036,892,Urshifu Rapid Strike Style,8,Wushu Pokémon,Fighting,Water,1.9,105,Unseen Fist,None,None,550,100,130,100,63,60,97
1037,893,Zarude,8,Rogue Monkey Pokémon,Dark,Grass,1.8,70,Leaf Guard,None,None,600,105,120,105,70,95,105
1038,894,Regieleki,8,Elektron Pokémon,Electric,None,1.2,145,Transistor,None,None,580,80,100,50,100,50,200
